person_id,household_id,client_no,role,date_of_birth,employment_status,employment_started,desired_retirement_age,occupation_group,smoker,state_of_health,gross_annual_income,title,first_name,middle_names,last_name,known_as,pronouns,place_of_birth,nationality,gender,legal_sex,home_phone,mobile_phone,email_address
HH000069_P1,HH000069,1,primary,1987-08-31,employed,2008-02-10,65,exec,False,fair,165482.0,Ms,Margaret,James,Anderson,Margaret,she_her,"Phoenix, AZ",American,female,female,(388) 327-3925,(372) 354-9121,margaret.anderson@example.com
HH000069_P2,HH000069,2,spouse_partner,1995-10-02,employed,2021-12-26,62,professional,False,good,51161.9,Mr,William,Ray,Anderson,Willia,he_him,"Phoenix, AZ",American,male,male,,(533) 279-5650,william.anderson@example.com
HH000070_P1,HH000070,1,primary,1940-10-25,retired,1972-10-23,62,retired,False,good,81687.53,Mr,David,James,Smith,David,he_him,"Los Angeles, CA",American,male,male,,(885) 553-7039,david.smith@example.com
HH000071_P1,HH000071,1,primary,1964-07-06,unemployed,1984-03-15,64,business_owner,False,fair,134556.98,Dr,Daniel,,Smith,Danie,he_him,"Chicago, IL",Mexican,male,male,,(970) 798-5025,daniel.smith@example.com
HH000071_P2,HH000071,2,spouse_partner,1956-08-25,retired,1979-04-03,67,retired,False,good,58556.55,Ms,Linda,,Smith,Linda,she_her,"New York, NY",American,female,female,(821) 491-0402,(538) 857-9333,linda.smith@example.com
HH000072_P1,HH000072,1,primary,1982-01-30,employed,2002-09-09,62,finance,False,good,168819.63,Mr,Robert,,Wilson,Robert,he_him,"Houston, TX",American,male,male,,(210) 491-7378,robert.wilson@example.com
HH000073_P1,HH000073,1,primary,1949-05-07,retired,1991-09-15,58,retired,False,excellent,55726.81,Mr,Robert,Jane,Moore,Robert,he_him,"Atlanta, GA",American,male,male,(888) 346-0795,(938) 523-1051,robert.moore@example.com
HH000073_P2,HH000073,2,spouse_partner,1950-06-06,retired,1987-05-09,66,retired,False,fair,45965.03,Ms,Patricia,Rose,Moore,Patrici,she_her,"Chicago, IL",American,female,female,,(280) 606-0948,patricia.moore@example.com
HH000074_P1,HH000074,1,primary,1982-04-02,self_employed,2004-07-06,67,sales,False,good,228554.92,Dr,Daniel,Jane,Smith,Daniel,he_him,"Chicago, IL",Mexican,male,male,(378) 325-0193,(823) 265-9154,daniel.smith@example.com
HH000075_P1,HH000075,1,primary,1976-03-22,self_employed,2002-06-09,61,business_owner,False,poor,102746.31,Dr,Michael,,Moore,Michael,he_him,"New York, NY",American,male,male,,(617) 564-0974,michael.moore@example.com
HH000075_P2,HH000075,2,spouse_partner,1973-03-05,employed,1994-01-25,63,healthcare,False,good,62188.06,Dr,Patricia,Marie,Moore,Patricia,she_her,"Phoenix, AZ",American,female,female,,(633) 632-1805,patricia.moore@example.com
HH000076_P1,HH000076,1,primary,1971-05-16,self_employed,1998-10-26,63,operations,False,good,55224.48,Mr,Joseph,,Smith,Josep,he_him,"Houston, TX",Canadian,male,male,,(656) 849-5010,joseph.smith@example.com
HH000077_P1,HH000077,1,primary,1995-03-12,employed,2013-05-14,63,sales,False,excellent,65227.54,Dr,Margaret,Grace,Smith,Margaret,she_her,"Houston, TX",American,female,female,(649) 641-9837,(858) 585-3898,margaret.smith@example.com
HH000077_P2,HH000077,2,spouse_partner,1999-11-14,employed,2024-06-23,71,education,True,good,44632.61,Mr,Robert,Ray,Smith,Robert,he_him,"Chicago, IL",American,male,male,(619) 275-9415,(720) 396-6126,robert.smith@example.com
HH000078_P1,HH000078,1,primary,1984-01-21,employed,2006-07-21,66,operations,False,excellent,60790.86,Mr,Daniel,,Smith,Daniel,he_him,"Los Angeles, CA",American,male,male,(313) 261-3734,(718) 695-7909,daniel.smith@example.com
HH000078_P2,HH000078,2,spouse_partner,1976-01-12,inactive,1999-04-06,65,inactive,False,good,17831.51,Dr,Mary,,Smith,Mary,she_her,"Philadelphia, PA",Canadian,female,female,,(933) 288-5152,mary.smith@example.com
HH000079_P1,HH000079,1,primary,1985-12-05,employed,2008-07-13,66,exec,False,excellent,53638.65,Mr,Robert,,Miller,Robert,he_him,"Chicago, IL",American,male,male,(582) 450-7355,(546) 744-6911,robert.miller@example.com
HH000080_P1,HH000080,1,primary,1966-08-24,employed,1993-03-22,65,finance,False,good,81250.64,Mr,Joseph,Anne,Smith,Joseph,he_him,"New York, NY",American,male,male,,(230) 754-5182,joseph.smith@example.com
HH000080_P2,HH000080,2,spouse_partner,1961-03-29,employed,1979-10-07,67,professional,False,good,21923.72,Mrs,Margaret,,Smith,Margaret,she_her,"Philadelphia, PA",American,female,female,,(788) 790-4470,margaret.smith@example.com
HH000081_P1,HH000081,1,primary,1964-06-27,employed,1983-02-27,64,exec,False,good,116833.01,Dr,Patricia,Marie,Miller,Patricia,she_her,"Los Angeles, CA",American,female,female,,(682) 550-6050,patricia.miller@example.com
HH000081_P2,HH000081,2,spouse_partner,1965-12-02,employed,1985-12-06,65,education,False,good,91238.22,Mr,Michael,Grace,Miller,Michael,he_him,"Philadelphia, PA",Canadian,male,male,,(623) 998-2499,michael.miller@example.com
HH000082_P1,HH000082,1,primary,1986-04-03,employed,2011-08-29,63,operations,False,good,120099.71,Mrs,Elizabeth,,Johnson,Elizabeth,she_her,"Phoenix, AZ",American,female,female,(532) 516-6080,(910) 760-8049,elizabeth.johnson@example.com
HH000082_P2,HH000082,2,spouse_partner,1976-03-27,inactive,1999-05-18,64,inactive,False,poor,76385.7,Dr,Thomas,Jane,Johnson,Thomas,he_him,"Philadelphia, PA",American,male,male,,(590) 736-9999,thomas.johnson@example.com
HH000083_P1,HH000083,1,primary,1982-07-01,employed,2001-02-13,64,sales,False,fair,44581.3,Mrs,Jennifer,Marie,Brown,Jennifer,she_her,"Chicago, IL",American,female,female,(789) 357-8911,(907) 343-9741,jennifer.brown@example.com
HH000083_P2,HH000083,2,spouse_partner,1981-10-24,inactive,2006-02-02,66,inactive,False,good,34659.7,Mr,Joseph,,Brown,Joseph,he_him,"Chicago, IL",American,male,male,(407) 425-9934,(390) 708-9775,joseph.brown@example.com
HH000084_P1,HH000084,1,primary,1960-09-06,self_employed,1987-08-24,65,professional,False,excellent,96941.57,Ms,Mary,Grace,Wilson,Mary,she_her,"Seattle, WA",American,female,female,(343) 741-4729,(957) 206-7776,mary.wilson@example.com
HH000084_P2,HH000084,2,spouse_partner,1957-04-16,retired,1994-05-16,68,retired,False,fair,71542.87,Mr,Daniel,Grace,Davis,Daniel,he_him,"Los Angeles, CA",American,male,male,(739) 455-8551,(687) 685-6209,daniel.davis@example.com
HH000085_P1,HH000085,1,primary,1948-03-06,retired,1992-08-09,69,retired,False,good,47193.43,Mr,Daniel,Marie,Brown,Daniel,he_him,"Seattle, WA",American,male,male,(634) 474-2931,(641) 383-6319,daniel.brown@example.com
HH000085_P2,HH000085,2,spouse_partner,1950-07-02,retired,1991-03-01,63,retired,False,good,19641.36,Dr,Jennifer,,Brown,Jennifer,she_her,"Philadelphia, PA",Mexican,female,female,(707) 794-0155,(773) 296-2650,jennifer.brown@example.com
HH000086_P1,HH000086,1,primary,1953-07-10,retired,1982-07-07,70,retired,False,good,22429.05,Ms,Jennifer,Lee,Brown,Jennifer,she_her,"Chicago, IL",Other,female,female,,(320) 915-2216,jennifer.brown@example.com
HH000086_P2,HH000086,2,spouse_partner,1953-03-03,retired,1982-10-12,67,retired,False,fair,19865.26,Mr,Robert,James,Brown,Robert,he_him,"Atlanta, GA",American,male,male,,(621) 344-4143,robert.brown@example.com
HH000087_P1,HH000087,1,primary,1970-01-14,employed,1991-02-20,67,exec,False,fair,193305.42,Dr,William,Marie,Miller,Willia,he_him,"Houston, TX",Canadian,male,male,(234) 756-6723,(616) 325-9183,william.miller@example.com
HH000088_P1,HH000088,1,primary,1968-09-17,employed,1994-01-26,64,professional,True,fair,44536.83,Mr,Michael,,Smith,Michael,he_him,"Chicago, IL",American,male,male,,(278) 907-1783,michael.smith@example.com
HH000088_P2,HH000088,2,spouse_partner,1963-11-08,employed,1991-06-15,62,business_owner,False,fair,26534.66,Ms,Emily,,Smith,Emily,she_her,"Philadelphia, PA",American,female,female,,(709) 856-7738,emily.smith@example.com
HH000089_P1,HH000089,1,primary,1985-04-23,employed,2005-06-29,61,business_owner,False,excellent,200329.53,Mr,Michael,James,Johnson,Michael,he_him,"Los Angeles, CA",American,male,male,(528) 453-5128,(260) 350-0437,michael.johnson@example.com
HH000089_P2,HH000089,2,spouse_partner,1976-07-17,employed,2001-11-24,67,professional,True,good,130120.78,Ms,Elizabeth,,Johnson,Elizabeth,she_her,"Atlanta, GA",Irish,female,female,,(696) 606-7721,elizabeth.johnson@example.com
HH000090_P1,HH000090,1,primary,1990-04-04,unemployed,2017-06-01,65,sales,False,excellent,51331.41,Dr,Emily,Lee,Davis,Emily,she_her,"Atlanta, GA",Other,female,female,,(584) 680-3059,emily.davis@example.com
HH000090_P2,HH000090,2,spouse_partner,1990-12-20,employed,2011-10-21,70,professional,False,fair,16460.06,Mr,Michael,Anne,Davis,Michael,he_him,"Los Angeles, CA",American,male,male,,(668) 544-4156,michael.davis@example.com
HH000091_P1,HH000091,1,primary,1975-05-16,employed,1997-05-29,65,finance,False,good,147364.91,Mrs,Jennifer,,Anderson,Jennifer,she_her,"Houston, TX",American,female,female,,(560) 298-4748,jennifer.anderson@example.com
HH000091_P2,HH000091,2,spouse_partner,1967-12-17,self_employed,1992-10-29,65,business_owner,False,good,68830.97,Dr,Robert,,Anderson,Robert,he_him,"Atlanta, GA",Mexican,male,male,(434) 948-4043,(947) 561-0144,robert.anderson@example.com
HH000092_P1,HH000092,1,primary,1976-03-22,employed,1998-05-17,65,operations,False,good,95499.57,Mr,Thomas,Ray,Miller,Thomas,he_him,"Atlanta, GA",American,male,male,(751) 476-7191,(485) 220-9486,thomas.miller@example.com
HH000092_P2,HH000092,2,spouse_partner,1970-10-29,employed,1996-03-22,64,business_owner,False,fair,44054.46,Ms,Mary,,Miller,Mary,she_her,"New York, NY",American,female,female,,(752) 707-3223,mary.miller@example.com
HH000093_P1,HH000093,1,primary,1978-07-05,employed,2004-06-25,65,business_owner,False,excellent,786951.77,Mr,William,Rose,Miller,William,he_him,"New York, NY",Other,male,male,(540) 803-8549,(913) 554-3409,william.miller@example.com
HH000094_P1,HH000094,1,primary,1985-07-21,employed,2004-06-09,64,sales,False,excellent,112693.94,Ms,Patricia,Grace,Wilson,Patrici,she_her,"Philadelphia, PA",American,female,female,,(432) 624-7064,patricia.wilson@example.com
HH000094_P2,HH000094,2,spouse_partner,1993-09-19,employed,2016-02-16,71,professional,False,good,83403.97,Dr,Joseph,,Wilson,Joseph,he_him,"Phoenix, AZ",American,male,male,(267) 760-4343,(677) 797-3825,joseph.wilson@example.com
HH000095_P1,HH000095,1,primary,1965-12-02,employed,1993-07-27,66,finance,False,good,77791.62,Mr,Robert,,Anderson,Robert,he_him,"New York, NY",American,male,male,(380) 442-1070,(838) 723-9303,robert.anderson@example.com
HH000095_P2,HH000095,2,spouse_partner,1976-01-14,employed,1998-02-25,74,education,False,fair,60298.05,Mrs,Patricia,Anne,Anderson,Patricia,she_her,"Philadelphia, PA",American,female,female,(583) 722-2893,(308) 657-0856,patricia.anderson@example.com
HH000096_P1,HH000096,1,primary,1989-12-25,employed,2011-04-28,68,professional,False,excellent,51529.84,Mr,James,Grace,Wilson,James,he_him,"Atlanta, GA",Irish,male,male,,(274) 281-6203,james.wilson@example.com
HH000096_P2,HH000096,2,spouse_partner,1997-12-12,employed,2020-10-12,68,education,False,poor,20779.77,Mrs,Elizabeth,,Wilson,Elizabeth,she_her,"Los Angeles, CA",Indian,female,female,(894) 557-1558,(716) 936-9977,elizabeth.wilson@example.com
HH000097_P1,HH000097,1,primary,1979-06-01,employed,1999-10-08,67,professional,False,good,105876.96,Mr,Michael,,Wilson,Michael,he_him,"Atlanta, GA",American,male,male,(392) 694-7042,(957) 604-3254,michael.wilson@example.com
HH000097_P2,HH000097,2,spouse_partner,1978-08-09,retired,2005-06-13,66,retired,False,good,30239.99,Dr,Patricia,Grace,Wilson,Patricia,she_her,"Los Angeles, CA",American,female,female,,(754) 971-5128,patricia.wilson@example.com
HH000098_P1,HH000098,1,primary,1983-09-16,employed,2002-10-27,72,sales,False,excellent,101879.37,Mr,William,Lee,Davis,William,he_him,"New York, NY",American,male,male,(713) 807-3531,(282) 483-6652,william.davis@example.com
HH000098_P2,HH000098,2,spouse_partner,1982-04-03,retired,2007-07-02,65,retired,False,good,33958.41,Ms,Mary,,Davis,Mary,she_her,"Philadelphia, PA",American,female,female,,(776) 671-3252,mary.davis@example.com
HH000099_P1,HH000099,1,primary,1962-01-31,employed,1982-01-05,65,exec,False,excellent,109064.39,Dr,David,Jane,Wilson,Davi,he_him,"Atlanta, GA",American,male,male,,(520) 843-4279,david.wilson@example.com
HH000099_P2,HH000099,2,spouse_partner,1971-02-08,employed,1996-12-08,70,healthcare,False,excellent,67337.16,Dr,Mary,Anne,Wilson,Mary,she_her,"Los Angeles, CA",American,female,female,(640) 639-1396,(413) 389-6954,mary.wilson@example.com
HH000100_P1,HH000100,1,primary,1988-08-07,employed,2009-09-24,70,exec,False,fair,108656.29,Dr,Michael,,Davis,Michael,he_him,"Atlanta, GA",American,male,male,(514) 363-1578,(903) 798-4431,michael.davis@example.com
HH000100_P2,HH000100,2,spouse_partner,1979-07-08,employed,1998-11-30,67,business_owner,False,poor,44478.63,Mr,William,Anne,Davis,William,he_him,"Philadelphia, PA",American,male,male,(902) 479-4039,(205) 440-3510,william.davis@example.com
HH000101_P1,HH000101,1,primary,1991-12-24,employed,2018-11-04,73,professional,False,fair,177793.34,Mr,Michael,Jane,Moore,Michael,he_him,"Chicago, IL",American,male,male,(261) 388-9784,(775) 346-0291,michael.moore@example.com
HH000101_P2,HH000101,2,spouse_partner,2002-09-24,employed,2022-10-05,67,professional,False,fair,130932.01,Dr,Margaret,,Moore,Margaret,she_her,"Philadelphia, PA",American,female,female,(970) 861-1466,(201) 622-5336,margaret.moore@example.com
HH000102_P1,HH000102,1,primary,1945-09-06,retired,1984-11-14,66,retired,False,excellent,36588.76,Mr,Robert,James,Wilson,Robert,he_him,"Philadelphia, PA",American,male,male,(447) 440-0096,(732) 661-6344,robert.wilson@example.com
HH000102_P2,HH000102,2,spouse_partner,1951-02-18,retired,1993-08-30,62,retired,False,good,27817.34,Ms,Margaret,,Wilson,Margare,she_her,"Atlanta, GA",American,female,female,(734) 996-7426,(350) 833-4290,margaret.wilson@example.com
HH000103_P1,HH000103,1,primary,1988-01-01,self_employed,2013-12-13,66,finance,False,fair,83211.91,Dr,Elizabeth,Rose,Smith,Elizabeth,she_her,"Seattle, WA",American,female,female,(436) 409-5215,(536) 565-0952,elizabeth.smith@example.com
HH000103_P2,HH000103,2,spouse_partner,1994-07-23,employed,2019-04-23,67,healthcare,False,good,42854.67,Dr,William,Jane,Smith,William,he_him,"Atlanta, GA",American,male,male,,(316) 307-3970,william.smith@example.com
HH000104_P1,HH000104,1,primary,1969-09-06,employed,1996-05-01,60,business_owner,False,excellent,165416.43,Mrs,Jennifer,,Anderson,Jennifer,she_her,"Houston, TX",American,female,female,(401) 882-2843,(944) 885-0995,jennifer.anderson@example.com
HH000104_P2,HH000104,2,spouse_partner,1960-10-30,employed,1981-04-06,69,operations,False,fair,125149.07,Dr,Michael,,Anderson,Michael,he_him,"Los Angeles, CA",American,male,male,(406) 450-7390,(240) 524-4475,michael.anderson@example.com
HH000105_P1,HH000105,1,primary,1980-02-03,inactive,1999-01-17,60,exec,False,good,198309.89,Ms,Jennifer,Anne,Wilson,Jennife,she_her,"Phoenix, AZ",American,female,female,(790) 360-8379,(674) 483-9798,jennifer.wilson@example.com
HH000106_P1,HH000106,1,primary,1968-05-13,retired,1999-02-09,64,retired,False,excellent,116082.83,Mr,Robert,,Miller,Rober,he_him,"Phoenix, AZ",American,male,male,,(536) 284-2767,robert.miller@example.com
HH000106_P2,HH000106,2,spouse_partner,1970-01-17,inactive,1994-08-03,66,inactive,False,fair,44092.86,Ms,Mary,,Miller,Mary,she_her,"Phoenix, AZ",Other,female,female,(456) 752-3521,(613) 602-0113,mary.miller@example.com
HH000107_P1,HH000107,1,primary,1964-11-08,employed,1983-05-05,66,business_owner,False,fair,122136.41,Mrs,Elizabeth,,Moore,Elizabeth,she_her,"Seattle, WA",American,female,female,,(777) 391-2387,elizabeth.moore@example.com
HH000107_P2,HH000107,2,spouse_partner,1969-01-18,employed,1990-08-17,65,operations,True,good,46783.49,Mr,William,James,Moore,Willia,he_him,"Phoenix, AZ",American,male,male,(288) 640-5121,(853) 798-7231,william.moore@example.com
HH000108_P1,HH000108,1,primary,1969-09-15,employed,1991-07-23,67,professional,False,fair,155691.11,Dr,Elizabeth,Lee,Brown,Elizabet,she_her,"Philadelphia, PA",American,female,female,(938) 522-7998,(815) 678-7438,elizabeth.brown@example.com
HH000108_P2,HH000108,2,spouse_partner,1979-04-21,employed,1997-12-18,67,education,False,good,70901.3,Mr,Robert,,Anderson,Rober,he_him,"Chicago, IL",American,male,male,,(909) 281-6426,robert.anderson@example.com
HH000109_P1,HH000109,1,primary,1978-11-15,employed,1998-07-23,66,business_owner,False,fair,66955.34,Mr,James,Anne,Johnson,James,he_him,"New York, NY",Mexican,male,male,,(783) 645-0151,james.johnson@example.com
HH000109_P2,HH000109,2,spouse_partner,1985-03-15,inactive,2006-01-09,69,inactive,False,good,31465.46,Dr,Margaret,Marie,Johnson,Margare,she_her,"Los Angeles, CA",American,female,female,,(420) 688-4998,margaret.johnson@example.com
HH000110_P1,HH000110,1,primary,1975-02-11,self_employed,1998-09-14,61,operations,False,excellent,29810.42,Mrs,Jennifer,,Davis,Jennife,she_her,"Seattle, WA",American,female,female,,(959) 945-6508,jennifer.davis@example.com
HH000110_P2,HH000110,2,spouse_partner,1981-12-10,employed,2003-12-10,65,operations,False,good,24208.94,Dr,Thomas,Grace,Davis,Thomas,he_him,"Houston, TX",American,male,male,(334) 332-6157,(310) 923-0811,thomas.davis@example.com
HH000111_P1,HH000111,1,primary,1979-06-13,employed,2006-06-17,59,sales,True,good,44010.17,Dr,Joseph,,Miller,Josep,he_him,"Philadelphia, PA",Other,male,male,,(887) 422-4323,joseph.miller@example.com
HH000111_P2,HH000111,2,spouse_partner,1985-10-15,retired,2007-02-06,72,retired,False,poor,13871.69,Mrs,Linda,,Miller,Linda,she_her,"Seattle, WA",American,female,female,,(202) 590-9107,linda.miller@example.com
HH000112_P1,HH000112,1,primary,1975-03-10,employed,2001-11-02,67,exec,False,fair,178992.94,Dr,Jennifer,,Davis,Jennifer,she_her,"Philadelphia, PA",Canadian,female,female,(308) 687-5228,(667) 792-9273,jennifer.davis@example.com
HH000112_P2,HH000112,2,spouse_partner,1968-02-17,inactive,1993-04-10,63,inactive,True,good,65542.57,Mr,Thomas,,Davis,Thoma,he_him,"Atlanta, GA",American,male,male,(408) 624-4204,(781) 788-9761,thomas.davis@example.com
HH000113_P1,HH000113,1,primary,1983-01-31,self_employed,2009-11-06,64,operations,False,fair,53271.49,Mrs,Susan,Marie,Miller,Susan,she_her,"Los Angeles, CA",British,female,female,,(926) 283-7656,susan.miller@example.com
HH000114_P1,HH000114,1,primary,1963-08-10,employed,1983-11-19,68,professional,False,excellent,147141.27,Mr,Thomas,,Wilson,Thomas,he_him,"Phoenix, AZ",American,male,male,(713) 491-6551,(894) 467-9274,thomas.wilson@example.com
HH000114_P2,HH000114,2,spouse_partner,1967-02-22,employed,1994-12-16,66,operations,False,fair,101669.86,Mrs,Mary,James,Anderson,Mary,she_her,"Philadelphia, PA",American,female,female,,(498) 491-2254,mary.anderson@example.com
HH000115_P1,HH000115,1,primary,1986-04-26,employed,2006-01-30,60,sales,False,excellent,96175.91,Ms,Susan,Marie,Moore,Susan,she_her,"Houston, TX",American,female,female,(220) 390-0225,(283) 203-6719,susan.moore@example.com
HH000116_P1,HH000116,1,primary,1990-05-10,employed,2013-12-31,62,operations,False,good,113748.15,Mr,William,,Smith,Willia,he_him,"Seattle, WA",American,male,male,,(467) 367-8464,william.smith@example.com
HH000116_P2,HH000116,2,spouse_partner,1984-10-10,inactive,2004-09-18,67,inactive,False,fair,56728.95,Dr,Margaret,,Wilson,Margare,she_her,"Chicago, IL",Mexican,female,female,,(922) 290-3286,margaret.wilson@example.com
